ID_Transaccion;Fecha;Tipo_Movimiento;ID_Producto;Nombre_Producto;Cantidad;Costo_Unitario;Precio_Venta_Unitario;Origen;Proveedor_Cliente
5181;2024-01-31;Compra;PROD-010;Webcam HD Pro;106;24.73;0.0;Compra;PowerCell Co.
5182;2024-01-31;Compra;PROD-007;SSD 1TB;161;66.37;0.0;Compra;Componentes Globales
5183;2024-02-01;Venta;PROD-005;Procesador Gamma;-13;0.0;221.01;Venta;CorpTech Solutions
5184;2024-02-01;Produccion;PROD-002;Portátil Z1 Pro;39;442.08;0.0;Fabricacion;N/A
5185;2024-02-01;Compra;PROD-003;Tarjeta Gráfica Eco;186;85.92;0.0;Compra;TechSupplies Inc.
5186;2024-02-01;Venta;PROD-001;Portátil Z1;-14;0.0;502.61;Venta;PC Gamers World
5187;2024-02-01;Venta;PROD-008;Batería Larga Duración;-38;0.0;95.23;Venta;EducaTech
5188;2024-02-01;Venta;PROD-006;SSD 512GB;-44;0.0;80.79;Venta;PC Gamers World
5189;2024-02-01;Produccion;PROD-009;Monitor Curvo 27'';49;150.56;0.0;Fabricacion;N/A
5190;2024-02-02;Produccion;PROD-009;Monitor Curvo 27'';86;149.29;0.0;Fabricacion;N/A
5191;2024-02-02;Compra;PROD-004;Tarjeta Gráfica Pro;124;178.22;0.0;Compra;PowerCell Co.
5192;2024-02-02;Venta;PROD-010;Webcam HD Pro;-15;0.0;59.96;Venta;Venta Directa Online
5193;2024-02-02;Venta;PROD-007;SSD 1TB;-7;0.0;130.71;Venta;Global Office
5194;2024-02-02;Compra;PROD-008;Batería Larga Duración;237;44.67;0.0;Compra;Componentes Globales
5195;2024-02-02;Venta;PROD-008;Batería Larga Duración;-34;0.0;94.81;Venta;CorpTech Solutions
5196;2024-02-02;Venta;PROD-001;Portátil Z1;-33;0.0;504.63;Venta;EducaTech
5197;2024-02-03;Venta;PROD-006;SSD 512GB;-30;0.0;80.6;Venta;Global Office
5198;2024-02-03;Venta;PROD-006;SSD 512GB;-8;0.0;79.61;Venta;CorpTech Solutions
5199;2024-02-03;Venta;PROD-002;Portátil Z1 Pro;-35;0.0;900.58;Venta;CorpTech Solutions
5200;2024-02-03;Compra;PROD-006;SSD 512GB;173;36.28;0.0;Compra;Componentes Globales
5201;2024-02-03;Venta;PROD-008;Batería Larga Duración;-37;0.0;94.29;Venta;Global Office
5202;2024-02-03;Venta;PROD-003;Tarjeta Gráfica Eco;-9;0.0;161.1;Venta;Global Office
5203;2024-02-03;Compra;PROD-006;SSD 512GB;168;35.19;0.0;Compra;PowerCell Co.
5204;2024-02-04;Venta;PROD-001;Portátil Z1;-45;0.0;499.9;Venta;PC Gamers World
5205;2024-02-04;Compra;PROD-008;Batería Larga Duración;169;45.8;0.0;Compra;VisionParts
5206;2024-02-04;Compra;PROD-004;Tarjeta Gráfica Pro;290;178.4;0.0;Compra;VisionParts
5207;2024-02-04;Venta;PROD-008;Batería Larga Duración;-10;0.0;94.69;Venta;Venta Directa Online
5208;2024-02-04;Produccion;PROD-002;Portátil Z1 Pro;100;450.09;0.0;Fabricacion;N/A
5209;2024-02-04;Produccion;PROD-002;Portátil Z1 Pro;24;449.9;0.0;Fabricacion;N/A
5210;2024-02-04;Venta;PROD-007;SSD 1TB;-15;0.0;130.09;Venta;EducaTech
5211;2024-02-05;Venta;PROD-006;SSD 512GB;-23;0.0;79.4;Venta;Venta Directa Online
5212;2024-02-05;Venta;PROD-008;Batería Larga Duración;-26;0.0;94.91;Venta;PC Gamers World
5213;2024-02-05;Compra;PROD-005;Procesador Gama;58;118.63;0.0;Compra;TechSupplies Inc.
5214;2024-02-05;Venta;PROD-004;Tarjeta Gráfica Pro;-45;0.0;347.6;Venta;PC Gamers World
5215;2024-02-05;Venta;PROD-009;Monitor Curvo 27'';-2;0.0;298.14;Venta;PC Gamers World
5216;2024-02-05;Venta;PROD-006;SSD 512GB;-28;0.0;79.33;Venta;CorpTech Solutions
5217;2024-02-06;Compra;PROD-006;SSD 512GB;173;36.47;0.0;Compra;Componentes Globales
5218;2024-02-06;Compra;PROD-004;Tarjeta Gráfica Pro;242;181.64;0.0;Compra;TechSupplies Inc.
5219;2024-02-06;Compra;PROD-003;Tarjeta Gráfica Eco;58;84.59;0.0;Compra;PowerCell Co.
5220;2024-02-06;Venta;PROD-001;Portátil Z1;-8;0.0;495.5;Venta;Venta Directa Online
5221;2024-02-06;Compra;PROD-005;Procesador Gamma;64;118.32;0.0;Compra;Componentes Globales
5222;2024-02-06;Venta;PROD-005;Procesador Gamma;-14;0.0;221.39;Venta;Venta Directa Online
5223;2024-02-06;Compra;PROD-008;Batería Larga Duración;264;44.26;0.0;Compra;VisionParts
5224;2024-02-07;Compra;PROD-008;Batería Larga Duración;143;45.37;0.0;Compra;PowerCell Co.
5225;2024-02-07;Produccion;PROD-001;Portátil Z1;44;247.66;0.0;Fabricacion;N/A
5226;2024-02-07;Venta;PROD-002;Portátil Z1 Pro;-11;0.0;897.83;Venta;Global Office
5227;2024-02-07;Venta;PROD-003;Tarjeta Gráfica Eco;-27;0.0;161.32;Venta;Global Office
5228;2024-02-07;Compra;PROD-007;SSD 1TB;191;66.47;0.0;Compra;TechSupplies Inc.
5229;2024-02-07;Produccion;PROD-009;Monitor Curvo 27'';88;151.68;0.0;Fabricacion;N/A
5230;2024-02-07;Compra;PROD-008;Batería Larga Duración;288;44.55;0.0;Compra;Componentes Globales
5231;2024-02-08;Produccion;PROD-009;Monitor Curvo 27'';72;149.51;0.0;Fabricacion;N/A
5232;2024-02-08;Compra;PROD-007;SSD 1TB;166;65.96;0.0;Compra;TechSupplies Inc.
5233;2024-02-08;Compra;PROD-003;Tarjeta Gráfica Eco;249;84.1;0.0;Compra;PowerCell Co.
5234;2024-02-08;Venta;PROD-004;Tarjeta Gráfica Pro;-38;0.0;352.92;Venta;PC Gamers World
5235;2024-02-08;Venta;PROD-006;SSD 512GB;-19;0.0;80.65;Venta;Global Office
5236;2024-02-08;Venta;PROD-009;Monitor Curvo 27'';-1;0.0;300.33;Venta;EducaTech
5237;2024-02-08;Venta;PROD-006;SSD 512GB;-19;0.0;80.35;Venta;Global Office
5238;2024-02-09;Venta;PROD-004;Tarjeta Gráfica Pro;-33;0.0;346.61;Venta;CorpTech Solutions
5239;2024-02-09;Venta;PROD-002;Portátil Z1 Pro;-26;0.0;907.24;Venta;Global Office
5240;2024-02-09;Venta;PROD-001;Portátil Z1;-8;0.0;499.42;Venta;PC Gamers World
5241;2024-02-09;Venta;PROD-004;Tarjeta Gráfica Pro;-6;0.0;350.92;Venta;Venta Directa Online
5242;2024-02-09;Compra;PROD-010;Webcam HD Pro;232;24.92;0.0;Compra;Componentes Globales
5243;2024-02-09;Compra;PROD-005;Procesador Gamma;217;119.97;0.0;Compra;TechSupplies Inc.
5244;2024-02-09;Venta;PROD-002;Portátil Z1 Pro;-23;0.0;901.79;Venta;Global Office
5245;2024-02-10;Compra;PROD-006;SSD 512GB;230;35.46;0.0;Compra;Componentes Globales
5246;2024-02-10;Venta;PROD-003;Tarjeta Gráfica Eco;-27;0.0;159.97;Venta;PC Gamers World
5247;2024-02-10;Produccion;PROD-001;Portátil Z1;90;249.74;0.0;Fabricacion;N/A
5248;2024-02-10;Compra;PROD-008;Batería Larga Duración;211;45.95;0.0;Compra;Componentes Globales
5249;2024-02-10;Compra;PROD-003;Tarjeta Gráfica Eco;94;84.11;0.0;Compra;Componentes Globales
5250;2024-02-10;Venta;PROD-010;Webcam HD Pro;-5;0.0;60.28;Venta;EducaTech
5251;2024-02-11;Venta;PROD-003;Tarjeta Gráfica Eco;-40;0.0;161.04;Venta;PC Gamers World
5252;2024-02-11;Compra;PROD-004;Tarjeta Gráfica Pro;254;182.61;0.0;Compra;Componentes Globales
5253;2024-02-11;Compra;PROD-005;Procesador Gamma;110;121.18;0.0;Compra;VisionParts
5254;2024-02-11;Venta;PROD-009;Monitor Curvo 27'';-1;0.0;298.93;Venta;Global Office
5255;2024-02-11;Venta;PROD-009;Monitor Curvo 27'';-1;0.0;299.69;Venta;Venta Directa Online
5256;2024-02-11;Venta;PROD-009;Monitor Curvo 27'';-2;0.0;296.37;Venta;CorpTech Solutions
5257;2024-02-11;Venta;PROD-007;SSD 1TB;-43;0.0;130.58;Venta;PC Gamers World
5258;2024-02-12;Venta;PROD-006;SSD 512GB;-43;0.0;79.73;Venta;CorpTech Solutions
5259;2024-02-12;Compra;PROD-003;Tarjeta Gráfica Eco;79;86.9;0.0;Compra;Componentes Globales
5260;2024-02-12;Compra;PROD-004;Tarjeta Gráfica Pro;151;180.64;0.0;Compra;PowerCell Co.
5261;2024-02-12;Produccion;PROD-002;Portátil Z1 Pro;99;442.48;0.0;Fabricacion;N/A
5262;2024-02-12;Produccion;PROD-002;Portátil Z1 Pro;58;447.29;0.0;Fabricacion;N/A
5263;2024-02-12;Venta;PROD-005;Procesador Gamma;-15;0.0;218.32;Venta;PC Gamers World
5264;2024-02-12;Produccion;PROD-001;Portátil Z1;68;249.0;0.0;Fabricacion;N/A
5265;2024-02-13;Venta;PROD-008;Batería Larga Duración;-38;0.0;94.63;Venta;CorpTech Solutions
5266;2024-02-13;Venta;PROD-003;Tarjeta Gráfica Eco;-6;0.0;160.48;Venta;EducaTech
5267;2024-02-13;Venta;PROD-003;Tarjeta Gráfica Eco;-27;0.0;159.61;Venta;Venta Directa Online
5268;2024-02-13;Venta;PROD-003;Tarjeta Gráfica Eco;-13;0.0;158.43;Venta;CorpTech Solutions
5269;2024-02-13;Venta;PROD-004;Tarjeta Gráfica Pro;-24;0.0;348.22;Venta;CorpTech Solutions
5270;2024-02-13;Compra;PROD-004;Tarjeta Gráfica Pro;158;179.79;0.0;Compra;VisionParts
5271;2024-02-13;Venta;PROD-001;Portátil Z1;-13;0.0;496.22;Venta;CorpTech Solutions
5272;2024-02-14;Produccion;PROD-001;Portátil Z1;45;247.59;0.0;Fabricacion;N/A
5273;2024-02-14;Compra;PROD-007;SSD 1TB;168;66.03;0.0;Compra;VisionParts
5274;2024-02-14;Venta;PROD-002;Portátil Z1 Pro;-45;0.0;902.05;Venta;Global Office
5275;2024-02-14;Compra;PROD-007;SSD 1TB;146;65.2;0.0;Compra;Componentes Globales
5276;2024-02-14;Produccion;PROD-002;Portátil Z1 Pro;75;443.88;0.0;Fabricacion;N/A
5277;2024-02-14;Venta;PROD-005;Procesador Gama;-6;0.0;220.72;Venta;CorpTech Solutions
5278;2024-02-14;Venta;PROD-010;Webcam HD Pro;-49;0.0;60.34;Venta;EducaTech
5279;2024-02-15;Produccion;PROD-002;Portátil Z1 Pro;73;449.11;0.0;Fabricacion;N/A
5280;2024-02-15;Venta;PROD-004;Tarjeta Gráfica Pro;-7;0.0;352.94;Venta;Venta Directa Online
5281;2024-02-15;Venta;PROD-007;SSD 1TB;-6;0.0;129.58;Venta;Global Office
5282;2024-02-15;Venta;PROD-007;SSD 1TB;-23;0.0;128.78;Venta;Venta Directa Online
5283;2024-02-15;Venta;PROD-010;Webcam HD Pro;-16;0.0;59.43;Venta;EducaTech
5284;2024-02-15;Venta;PROD-002;Portátil Z1 Pro;-37;0.0;905.25;Venta;CorpTech Solutions
5285;2024-02-15;Venta;PROD-008;Batería Larga Duración;-6;0.0;95.7;Venta;Global Office
5286;2024-02-16;Venta;PROD-006;SSD 512GB;-28;0.0;79.89;Venta;PC Gamers World
5287;2024-02-16;Venta;PROD-010;Webcam HD Pro;-5;0.0;60.47;Venta;Global Office
5288;2024-02-16;Venta;PROD-010;Webcam HD Pro;-42;0.0;60.08;Venta;CorpTech Solutions
5289;2024-02-16;Produccion;PROD-002;Portátil Z1 Pro;22;443.59;0.0;Fabricacion;N/A
5290;2024-02-16;Produccion;PROD-009;Monitor Curvo 27'';48;148.62;0.0;Fabricacion;N/A
5291;2024-02-16;Produccion;PROD-002;Portátil Z1 Pro;67;449.9;0.0;Fabricacion;N/A
5292;2024-02-17;Venta;PROD-004;Tarjeta Gráfica Pro;-10;0.0;350.66;Venta;PC Gamers World
5293;2024-02-17;Venta;PROD-001;Portátil Z1;-45;0.0;504.88;Venta;CorpTech Solutions
5294;2024-02-17;Venta;PROD-006;SSD 512GB;-19;0.0;79.32;Venta;PC Gamers World
5295;2024-02-17;Venta;PROD-008;Batería Larga Duración;-16;0.0;94.19;Venta;PC Gamers World
5296;2024-02-17;Venta;PROD-009;Monitor Curvo 27'';-2;0.0;296.42;Venta;Global Office
5297;2024-02-17;Venta;PROD-001;Portátil Z1;-42;0.0;503.62;Venta;Global Office
5298;2024-02-17;Produccion;PROD-009;Monitor Curvo 27'';83;148.88;0.0;Fabricacion;N/A
5299;2024-02-18;Venta;PROD-003;Tarjeta Gráfica Eco;-18;0.0;159.85;Venta;CorpTech Solutions
5300;2024-02-18;Venta;PROD-001;Portátil Z1;-26;0.0;499.08;Venta;PC Gamers World
5301;2024-02-18;Compra;PROD-004;Tarjeta Gráfica Pro;228;179.92;0.0;Compra;Componentes Globales
5302;2024-02-18;Produccion;PROD-009;Monitor Curvo 27'';100;151.68;0.0;Fabricacion;N/A
5303;2024-02-18;Compra;PROD-008;Batería Larga Duración;141;45.52;0.0;Compra;Componentes Globales
5304;2024-02-18;Compra;PROD-005;Procesador Gamma;286;122.2;0.0;Compra;TechSupplies Inc.
5305;2024-02-18;Compra;PROD-005;Procesador Gama;167;121.15;0.0;Compra;PowerCell Co.
5306;2024-02-19;Produccion;PROD-009;Monitor Curvo 27'';93;150.33;0.0;Fabricacion;N/A
5307;2024-02-19;Venta;PROD-010;Webcam HD Pro;-37;0.0;60.43;Venta;Global Office
5308;2024-02-19;Venta;PROD-004;Tarjeta Gráfica Pro;-47;0.0;351.9;Venta;PC Gamers World
5309;2024-02-19;Venta;PROD-006;SSD 512GB;-34;0.0;80.33;Venta;Global Office
5310;2024-02-19;Venta;PROD-007;SSD 1TB;-42;0.0;129.18;Venta;EducaTech
5311;2024-02-19;Compra;PROD-006;SSD 512GB;152;35.26;0.0;Compra;TechSupplies Inc.
5312;2024-02-19;Venta;PROD-002;Portátil Z1 Pro;-24;0.0;895.64;Venta;EducaTech
5313;2024-02-20;Venta;PROD-009;Monitor Curvo 27'';-2;0.0;299.68;Venta;PC Gamers World
5314;2024-02-20;Venta;PROD-001;Portátil Z1;-36;0.0;501.78;Venta;CorpTech Solutions
5315;2024-02-20;Venta;PROD-003;Tarjeta Gráfica Eco;-50;0.0;158.63;Venta;CorpTech Solutions
5316;2024-02-20;Produccion;PROD-002;Portátil Z1 Pro;60;447.59;0.0;Fabricacion;N/A
5317;2024-02-20;Produccion;PROD-001;Portátil Z1;96;248.25;0.0;Fabricacion;N/A
5318;2024-02-20;Venta;PROD-003;Tarjeta Gráfica Eco;-17;0.0;161.02;Venta;EducaTech
5319;2024-02-20;Venta;PROD-009;Monitor Curvo 27'';-1;0.0;301.42;Venta;Venta Directa Online
5320;2024-02-21;Venta;PROD-001;Portátil Z1;-11;0.0;503.69;Venta;CorpTech Solutions
5321;2024-02-21;Venta;PROD-004;Tarjeta Gráfica Pro;-50;0.0;352.83;Venta;CorpTech Solutions
5322;2024-02-21;Venta;PROD-004;Tarjeta Gráfica Pro;-39;0.0;351.72;Venta;PC Gamers World
5323;2024-02-21;Produccion;PROD-009;Monitor Curvo 27'';86;147.96;0.0;Fabricacion;N/A
5324;2024-02-21;Venta;PROD-006;SSD 512GB;-14;0.0;80.54;Venta;CorpTech Solutions
5325;2024-02-21;Venta;PROD-002;Portátil Z1 Pro;-13;0.0;897.44;Venta;CorpTech Solutions
5326;2024-02-22;Venta;PROD-005;Procesador Gamma;-32;0.0;221.82;Venta;EducaTech
5327;2024-02-22;Compra;PROD-003;Tarjeta Gráfica Eco;256;84.13;0.0;Compra;VisionParts
5328;2024-02-22;Compra;PROD-007;SSD 1TB;210;65.32;0.0;Compra;PowerCell Co.
5329;2024-02-22;Compra;PROD-006;SSD 512GB;142;36.28;0.0;Compra;TechSupplies Inc.
5330;2024-02-22;Compra;PROD-003;Tarjeta Gráfica Eco;199;86.83;0.0;Compra;Componentes Globales
5331;2024-02-22;Compra;PROD-010;Webcam HD Pro;159;24.61;0.0;Compra;PowerCell Co.
5332;2024-02-22;Venta;PROD-001;Portátil Z1;-8;0.0;497.51;Venta;CorpTech Solutions
5333;2024-02-23;Venta;PROD-007;SSD 1TB;-12;0.0;131.18;Venta;Venta Directa Online
5334;2024-02-23;Venta;PROD-005;Procesador Gamma;-36;0.0;219.39;Venta;CorpTech Solutions
5335;2024-02-23;Produccion;PROD-001;Portátil Z1;61;248.64;0.0;Fabricacion;N/A
5336;2024-02-23;Venta;PROD-009;Monitor Curvo 27'';-1;0.0;301.57;Venta;PC Gamers World
5337;2024-02-23;Produccion;PROD-001;Portátil Z1;94;254.18;0.0;Fabricacion;N/A
5338;2024-02-23;Venta;PROD-010;Webcam HD Pro;-27;0.0;59.99;Venta;PC Gamers World
5339;2024-02-23;Venta;PROD-008;Batería Larga Duración;-47;0.0;95.22;Venta;Global Office
5340;2024-02-24;Compra;PROD-008;Batería Larga Duración;212;44.3;0.0;Compra;PowerCell Co.
5341;2024-02-24;Produccion;PROD-002;Portátil Z1 Pro;90;450.83;0.0;Fabricacion;N/A
5342;2024-02-24;Produccion;PROD-009;Monitor Curvo 27'';55;151.28;0.0;Fabricacion;N/A
5343;2024-02-24;Compra;PROD-004;Tarjeta Gráfica Pro;215;183.64;0.0;Compra;PowerCell Co.
5344;2024-02-24;Venta;PROD-009;Monitor Curvo 27'';-1;0.0;300.53;Venta;EducaTech
5345;2024-02-24;Produccion;PROD-002;Portátil Z1 Pro;76;450.1;0.0;Fabricacion;N/A
5346;2024-02-24;Produccion;PROD-001;Portátil Z1;49;253.52;0.0;Fabricacion;N/A
5347;2024-02-25;Venta;PROD-006;SSD 512GB;-35;0.0;79.3;Venta;Venta Directa Online
5348;2024-02-25;Venta;PROD-009;Monitor Curvo 27'';-1;0.0;301.47;Venta;CorpTech Solutions
5349;2024-02-25;Venta;PROD-002;Portátil Z1 Pro;-26;0.0;902.45;Venta;Global Office
5350;2024-02-25;Compra;PROD-007;SSD 1TB;271;65.08;0.0;Compra;TechSupplies Inc.
5351;2024-02-25;Venta;PROD-010;Webcam HD Pro;-47;0.0;60.46;Venta;CorpTech Solutions
5352;2024-02-25;Venta;PROD-003;Tarjeta Gráfica Eco;-8;0.0;161.12;Venta;CorpTech Solutions
5353;2024-02-25;Compra;PROD-006;SSD 512GB;89;35.26;0.0;Compra;VisionParts
5354;2024-02-26;Produccion;PROD-002;Portátil Z1 Pro;53;450.84;0.0;Fabricacion;N/A
5355;2024-02-26;Compra;PROD-004;Tarjeta Gráfica Pro;212;180.0;0.0;Compra;TechSupplies Inc.
5356;2024-02-26;Produccion;PROD-001;Portátil Z1;44;249.15;0.0;Fabricacion;N/A
5357;2024-02-26;Venta;PROD-001;Portátil Z1;-9;0.0;500.53;Venta;Global Office
5358;2024-02-26;Venta;PROD-004;Tarjeta Gráfica Pro;-42;0.0;351.06;Venta;EducaTech
5359;2024-02-26;Compra;PROD-005;Procesador Gamma;296;121.69;0.0;Compra;TechSupplies Inc.
5360;2024-02-27;Compra;PROD-006;SSD 512GB;146;36.23;0.0;Compra;Componentes Globales
5361;2024-02-27;Venta;PROD-006;SSD 512GB;-24;0.0;80.09;Venta;Venta Directa Online
5362;2024-02-27;Compra;PROD-010;Webcam HD Pro;181;25.16;0.0;Compra;TechSupplies Inc.
5363;2024-02-27;Produccion;PROD-009;Monitor Curvo 27'';55;149.02;0.0;Fabricacion;N/A
5364;2024-02-27;Venta;PROD-005;Procesador Gamma;-5;0.0;221.56;Venta;PC Gamers World
5365;2024-02-27;Produccion;PROD-009;Monitor Curvo 27'';24;147.54;0.0;Fabricacion;N/A
5366;2024-02-27;Compra;PROD-004;Tarjeta Gráfica Pro;217;177.12;0.0;Compra;TechSupplies Inc.
5367;2024-02-28;Compra;PROD-005;Procesador Gamma;109;117.71;0.0;Compra;PowerCell Co.
5368;2024-02-28;Venta;PROD-004;Tarjeta Gráfica Pro;-48;0.0;348.27;Venta;PC Gamers World
5369;2024-02-28;Venta;PROD-004;Tarjeta Gráfica Pro;-24;0.0;352.62;Venta;PC Gamers World
5370;2024-02-28;Venta;PROD-010;Webcam HD Pro;-21;0.0;60.45;Venta;Global Office
5371;2024-02-28;Produccion;PROD-002;Portátil Z1 Pro;67;455.74;0.0;Fabricacion;N/A
5372;2024-02-28;Venta;PROD-003;Tarjeta Gráfica Eco;-9;0.0;160.22;Venta;EducaTech
5373;2024-02-28;Compra;PROD-010;Webcam HD Pro;292;25.5;0.0;Compra;PowerCell Co.
5374;2024-02-29;Venta;PROD-004;Tarjeta Gráfica Pro;-20;0.0;350.68;Venta;Global Office
5375;2024-02-29;Venta;PROD-002;Portátil Z1 Pro;-22;0.0;907.08;Venta;Venta Directa Online
5376;2024-02-29;Produccion;PROD-001;Portátil Z1;79;248.65;0.0;Fabricacion;N/A
5377;2024-02-29;Compra;PROD-006;SSD 512GB;119;35.69;0.0;Compra;PowerCell Co.
5378;2024-02-29;Compra;PROD-007;SSD 1TB;221;66.36;0.0;Compra;TechSupplies Inc.
5379;2024-02-29;Venta;PROD-005;Procesador Gama;-31;0.0;220.3;Venta;Venta Directa Online
5380;2024-02-29;Venta;PROD-007;SSD 1TB;-36;0.0;130.44;Venta;CorpTech Solutions
5381;2024-03-01;Venta;PROD-005;Procesador Gamma;-50;0.0;220.1;Venta;CorpTech Solutions
5382;2024-03-01;Venta;PROD-008;Batería Larga Duración;-30;0.0;94.7;Venta;EducaTech
5383;2024-03-01;Compra;PROD-010;Webcam HD Pro;247;25.06;0.0;Compra;VisionParts
5384;2024-03-01;Venta;PROD-007;SSD 1TB;-32;0.0;130.04;Venta;Venta Directa Online
5385;2024-03-01;Compra;PROD-008;Batería Larga Duración;56;44.24;0.0;Compra;VisionParts
5386;2024-03-01;Venta;PROD-001;Portátil Z1;-12;0.0;497.94;Venta;PC Gamers World
5387;2024-03-01;Compra;PROD-008;Batería Larga Duración;109;44.56;0.0;Compra;Componentes Globales
5388;2024-03-02;Compra;PROD-010;Webcam HD Pro;249;24.54;0.0;Compra;Componentes Globales
5389;2024-03-02;Compra;PROD-004;Tarjeta Gráfica Pro;235;181.21;0.0;Compra;Componentes Globales
5390;2024-03-02;Venta;PROD-003;Tarjeta Gráfica Eco;-36;0.0;159.77;Venta;Venta Directa Online
5391;2024-03-02;Compra;PROD-004;Tarjeta Gráfica Pro;62;179.15;0.0;Compra;Componentes Globales
5392;2024-03-02;Venta;PROD-009;Monitor Curvo 27'';-2;0.0;300.36;Venta;CorpTech Solutions
5393;2024-03-02;Compra;PROD-010;Webcam HD Pro;83;25.09;0.0;Compra;PowerCell Co.
5394;2024-03-03;Venta;PROD-007;SSD 1TB;-45;0.0;129.67;Venta;EducaTech
5395;2024-03-03;Compra;PROD-005;Procesador Gama;123;119.36;0.0;Compra;Componentes Globales
5396;2024-03-03;Compra;PROD-008;Batería Larga Duración;70;45.13;0.0;Compra;PowerCell Co.
5397;2024-03-03;Produccion;PROD-001;Portátil Z1;62;255.19;0.0;Fabricacion;N/A
5398;2024-03-03;Venta;PROD-007;SSD 1TB;-48;0.0;129.48;Venta;EducaTech
5399;2024-03-03;Compra;PROD-005;Procesador Gamma;181;120.63;0.0;Compra;PowerCell Co.
5400;2024-03-03;Venta;PROD-003;Tarjeta Gráfica Eco;-27;0.0;159.7;Venta;Global Office
5401;2024-03-04;Produccion;PROD-001;Portátil Z1;40;252.05;0.0;Fabricacion;N/A
5402;2024-03-04;Compra;PROD-004;Tarjeta Gráfica Pro;120;176.79;0.0;Compra;PowerCell Co.
5403;2024-03-04;Venta;PROD-006;SSD 512GB;-5;0.0;80.27;Venta;Global Office
5404;2024-03-04;Venta;PROD-003;Tarjeta Gráfica Eco;-28;0.0;158.32;Venta;PC Gamers World
5405;2024-03-04;Compra;PROD-008;Batería Larga Duración;203;44.64;0.0;Compra;PowerCell Co.
5406;2024-03-04;Venta;PROD-008;Batería Larga Duración;-20;0.0;94.53;Venta;Venta Directa Online
5407;2024-03-04;Venta;PROD-004;Tarjeta Gráfica Pro;-37;0.0;349.9;Venta;EducaTech
5408;2024-03-05;Compra;PROD-005;Procesador Gamma;258;120.46;0.0;Compra;VisionParts
5409;2024-03-05;Venta;PROD-007;SSD 1TB;-5;0.0;128.86;Venta;PC Gamers World
5410;2024-03-05;Venta;PROD-003;Tarjeta Gráfica Eco;-34;0.0;159.07;Venta;Venta Directa Online
5411;2024-03-05;Venta;PROD-005;Procesador Gamma;-44;0.0;221.75;Venta;PC Gamers World
5412;2024-03-05;Compra;PROD-004;Tarjeta Gráfica Pro;199;178.68;0.0;Compra;TechSupplies Inc.
5413;2024-03-05;Compra;PROD-004;Tarjeta Gráfica Pro;142;182.08;0.0;Compra;TechSupplies Inc.
5414;2024-03-05;Venta;PROD-008;Batería Larga Duración;-30;0.0;95.49;Venta;Global Office
5415;2024-03-06;Produccion;PROD-009;Monitor Curvo 27'';76;150.0;0.0;Fabricacion;N/A
5416;2024-03-06;Compra;PROD-007;SSD 1TB;153;64.96;0.0;Compra;VisionParts
5417;2024-03-06;Produccion;PROD-001;Portátil Z1;76;249.32;0.0;Fabricacion;N/A
5418;2024-03-06;Compra;PROD-003;Tarjeta Gráfica Eco;289;84.29;0.0;Compra;Componentes Globales
5419;2024-03-06;Compra;PROD-003;Tarjeta Gráfica Eco;209;84.86;0.0;Compra;PowerCell Co.
5420;2024-03-06;Compra;PROD-003;Tarjeta Gráfica Eco;223;84.64;0.0;Compra;Componentes Globales
5421;2024-03-06;Venta;PROD-008;Batería Larga Duración;-43;0.0;95.86;Venta;Venta Directa Online
5422;2024-03-07;Compra;PROD-006;SSD 512GB;286;36.41;0.0;Compra;PowerCell Co.
5423;2024-03-07;Compra;PROD-003;Tarjeta Gráfica Eco;293;85.56;0.0;Compra;PowerCell Co.
5424;2024-03-07;Venta;PROD-001;Portátil Z1;-33;0.0;497.99;Venta;Global Office
5425;2024-03-07;Venta;PROD-008;Batería Larga Duración;-6;0.0;95.35;Venta;PC Gamers World
5426;2024-03-07;Venta;PROD-002;Portátil Z1 Pro;-15;0.0;903.64;Venta;EducaTech
5427;2024-03-07;Venta;PROD-005;Procesador Gama;-33;0.0;219.34;Venta;CorpTech Solutions
5428;2024-03-07;Venta;PROD-006;SSD 512GB;-11;0.0;79.48;Venta;Global Office
5429;2024-03-08;Venta;PROD-006;SSD 512GB;-27;0.0;80.1;Venta;Venta Directa Online
5430;2024-03-08;Venta;PROD-008;Batería Larga Duración;-17;0.0;95.4;Venta;Venta Directa Online
5431;2024-03-08;Produccion;PROD-002;Portátil Z1 Pro;88;444.65;0.0;Fabricacion;N/A
5432;2024-03-08;Venta;PROD-010;Webcam HD Pro;-44;0.0;59.88;Venta;EducaTech
5433;2024-03-08;Compra;PROD-003;Tarjeta Gráfica Eco;278;85.29;0.0;Compra;Componentes Globales
5434;2024-03-08;Venta;PROD-008;Batería Larga Duración;-40;0.0;95.24;Venta;Venta Directa Online
5435;2024-03-09;Venta;PROD-001;Portátil Z1;-43;0.0;500.81;Venta;PC Gamers World
5436;2024-03-09;Venta;PROD-008;Batería Larga Duración;-7;0.0;94.64;Venta;Venta Directa Online
5437;2024-03-09;Produccion;PROD-002;Portátil Z1 Pro;20;453.6;0.0;Fabricacion;N/A
5438;2024-03-09;Venta;PROD-006;SSD 512GB;-46;0.0;79.3;Venta;CorpTech Solutions
5439;2024-03-09;Venta;PROD-004;Tarjeta Gráfica Pro;-43;0.0;352.65;Venta;Venta Directa Online
5440;2024-03-09;Venta;PROD-003;Tarjeta Gráfica Eco;-13;0.0;159.48;Venta;Venta Directa Online
